Brand,Model,Name,Size,Length (mm),Width (mm),Height (mm),Weight (grams),Shape,Hand compatibility,Hump placement,Front flare,Side curvature,Thumb rest,Ring finger rest,Sensor,Sensor type,Sensor position,DPI,Polling rate (Hz),Tracking speed (IPS),Acceleration (G),Side buttons,Middle buttons,Hot-swap switches,Switches,Scroll wheel encoder,Material,Connectivity,Sensor brand,Switches brand,Scroll wheel encoder brand
Zaopin,ZPW Max,Zaopin ZPW Max,Medium,121.9,65.0,41.6,47.0,Ergonomic,Right,Center,Outward - slight,Inward,No,No,PAW3950,Optical,Forward (55%),30000.0,8000.0,750.0,50.0,2.0,0.0,No,Optical,Gold,Plastic,Wireless,PixArt,Omron,TTC
Zaopin,ZPW,Zaopin ZPW,Medium,121.9,65.0,41.6,47.0,Ergonomic,Right,Center,Outward - slight,Inward,No,No,PAW3395,Optical,Forward (55%),26000.0,8000.0,650.0,50.0,2.0,0.0,No,Optical,Gold,Plastic,Wireless,PixArt,Omron,TTC
Metaphyuni,P2 Pro,Metaphyuni P2 Pro,Medium,118.0,63.0,38.0,60.0,Symmetrical,Right,Back - moderate,Outward - slight,Inward,No,No,PAW3395,Optical,Forward (54%),26000.0,8000.0,650.0,50.0,2.0,0.0,No,Transparent Blue Shell Pink Dot,Gold,Plastic,Wireless,PixArt,Huano,TTC
Metaphyuni,P2,Metaphyuni P2,Medium,118.0,63.0,38.0,60.0,Symmetrical,Right,Back - moderate,Outward - slight,Inward,No,No,PAW3395,Optical,Forward (54%),26000.0,1000.0,650.0,50.0,2.0,0.0,No,Transparent Blue Shell Pink Dot,Silver,Plastic,Wireless,PixArt,Huano,TTC
Delux,M900 Ultra,Delux M900 Ultra,Large,126.6,69.0,41.8,48.0,Ergonomic,Right,Center,Outward - moderate,Inward,No,No,PAW3950,Optical,Forward (58%),30000.0,8000.0,750.0,50.0,2.0,0.0,No,Transparent Blue Shell Pink Dot,Encoder,Plastic,Wireless,PixArt,Huano,F-Switch
LAMZU,Paro Aurora,LAMZU Paro Aurora,Medium,120.0,65.0,40.0,48.0,Ergonomic,Right,Center,Outward - slight,Inward,No,No,PAW3950,Optical,Forward (54%),30000.0,8000.0,750.0,50.0,2.0,0.0,No,Optical,Optical Encoder,Plastic,Wireless,PixArt,Omron,Unspecified
WLmouse,Ying,WLmouse Ying,Medium,120.0,60.0,37.0,37.0,Symmetrical,Right,Back - moderate,Flat,Flat,No,No,PAW3950 HS,Optical,Forward (55%),30000.0,8000.0,750.0,50.0,2.0,0.0,No,Optical TTC Nihil Transparent Black Dot,Silver,Forged carbon fiber,Wireless,PixArt,Omron,TTC
WLmouse,Beast X Max,WLmouse Beast X Max,Large,126.0,65.0,39.0,42.0,Symmetrical,Right,Center,Outward - moderate,Inward,No,No,PAW3950 HS,Optical,Centered (52%),30000.0,8000.0,750.0,50.0,2.0,0.0,No,Optical TTC Nihil Transparent Black Dot,Silver,Magnesium (metal),Wireless,PixArt,Omron,TTC
WLmouse,Beast Miao,WLmouse Beast Miao,Fingertip,91.0,55.0,34.0,31.0,Symmetrical,Right,Back - aggressive,Outward - slight,Inward,No,No,PAW3950 HS,Optical,Centered (49%),30000.0,8000.0,750.0,50.0,2.0,0.0,No,Optical TTC Nihil Transparent Black Dot,Silver,Magnesium (metal),Wireless,PixArt,Omron,TTC
Pulsar,TenZ Signature Edition,Pulsar TenZ Signature Edition,Medium,120.0,64.0,40.5,47.0,Symmetrical,Right,Back - moderate,Outward - slight,Inward,No,No,XS-1,Optical,Forward (54%),32000.0,8000.0,750.0,50.0,2.0,0.0,No,Optical Switch,Blue Encoder,Plastic,Wireless,Pulsar,Pulsar,Pulsar
EWEADN,M9,EWEADN M9,Medium,118.0,62.5,38.5,52.0,Symmetrical,Right,Center,Outward - moderate,Flat,No,No,PAW3395,Optical,Centered (52%),26000.0,8000.0,650.0,50.0,2.0,1.0,No,Transparent Blue Shell Pink Dot,Encoder,Plastic,Wireless,PixArt,Huano,F-Switch
Darmoshark,N7 Max,Darmoshark N7 Max,Medium,122.0,65.0,42.0,49.0,Ergonomic,Right,Center,Flat,Inward,No,No,PAW3950,Optical,Centered (53%),30000.0,8000.0,750.0,50.0,2.0,0.0,No,Transparent Blue Shell Pink Dot,Gold,Plastic,Wireless,PixArt,Huano,TTC
Darmoshark,N7,Darmoshark N7,Medium,122.0,65.0,42.0,53.0,Ergonomic,Right,Center,Flat,Inward,No,No,PAW3950,Optical,Centered (53%),30000.0,8000.0,750.0,50.0,2.0,0.0,No,Transparent Blue Shell Pink Dot,Gold,Plastic,Wireless,PixArt,Huano,TTC
Valkyrie,VK M2 Pro,Valkyrie VK M2 Pro,Medium,118.5,66.5,42.5,59.0,Ergonomic,Right,Center,Outward - slight,Flat,No,No,PAW3950,Optical,-,42000.0,8000.0,750.0,50.0,2.0,0.0,No,Transparent Green Shell White Dot,Gold,Plastic,Wireless,PixArt,Huano,TTC
Valkyrie,VK M2,Valkyrie VK M2,Medium,118.5,66.5,42.5,59.0,Ergonomic,Right,Center,Outward - slight,Flat,No,No,PAW3395,Optical,-,26000.0,1000.0,650.0,50.0,2.0,0.0,No,Transparent Green Shell White Dot,Mechanical Encoder,Plastic,Wireless,PixArt,Huano,Unspecified
EWEADN,X21 Pro,EWEADN X21 Pro,Large,127.9,68.0,43.0,59.0,Ergonomic,Right,Center,Outward - slight,Flat,No,No,PAW3395,Optical,Forward (55%),26000.0,1000.0,650.0,50.0,2.0,0.0,No,Transparent Blue Shell Pink Dot,Encoder,Plastic,Wireless,PixArt,Huano,F-Switch
G-Wolves,HT-S2 Pro 8K,G-Wolves HT-S2 Pro 8K,Small,112.0,61.0,37.0,26.4,Symmetrical,Right,Back - minimal,Outward - slight,Flat,No,No,PAW3950,Optical,Forward (63%),30000.0,8000.0,750.0,50.0,2.0,0.0,No,Transparent Blue Shell Pink Dot,Gold,Plastic,Wireless,PixArt,Huano,TTC
LAMZU,x Aimlabs MAYA X,LAMZU x Aimlabs MAYA X,Large,124.4,64.9,39.6,47.0,Symmetrical,Right,Center,Outward - slight,Inward,No,No,PAW3950,Optical,Forward (54%),30000.0,8000.0,750.0,50.0,2.0,0.0,No,Optical,Encoder,Plastic,Wireless,PixArt,Omron,LAMZU
EWEADN,L1 Pro,EWEADN L1 Pro,Medium,121.0,61.5,38.0,44.0,Symmetrical,Right,Center,Outward - slight,Flat,No,No,PAW3395,Optical,Centered (48%),26000.0,8000.0,650.0,50.0,2.0,0.0,No,Transparent Green Shell White Dot,Encoder,Magnesium (metal),Wireless,PixArt,Huano,F-Switch
EWEADN,L1,EWEADN L1,Medium,121.0,61.5,38.0,44.0,Symmetrical,Right,Center,Outward - slight,Flat,No,No,PAW3395,Optical,Centered (48%),26000.0,8000.0,650.0,50.0,2.0,0.0,No,Transparent Green Shell White Dot,Encoder,Magnesium (metal),Wireless,PixArt,Huano,F-Switch
Darmoshark,M3 XS Pro,Darmoshark M3 XS Pro,Small,116.0,60.4,36.0,44.0,Symmetrical,Right,Back - minimal,Outward - moderate,Inward,No,No,PAW3950,Optical,Centered (53%),30000.0,8000.0,750.0,50.0,2.0,0.0,No,Azure Dragon,Gold,Plastic,Wireless,PixArt,TTC,TTC
ATK,A9 Ultra,ATK A9 Ultra,Large,125.0,64.0,40.0,53.0,Symmetrical,Right,Center,Outward - slight,Flat,No,No,PAW3950 Ultra,Optical,-,42000.0,8000.0,750.0,50.0,2.0,0.0,No,Optical,Gold,Plastic,Wireless,PixArt,Omron,TTC
ATK,A9 Pro,ATK A9 Pro,Large,125.0,64.0,40.0,53.0,Symmetrical,Right,Center,Outward - slight,Flat,No,No,PAW3395,Optical,-,26000.0,8000.0,650.0,50.0,2.0,0.0,No,Optical,Gold,Plastic,Wireless,PixArt,Omron,TTC
ATK,A9 Plus,ATK A9 Plus,Large,125.0,64.0,40.0,57.0,Symmetrical,Right,Center,Outward - slight,Flat,No,No,PAW3395,Optical,-,26000.0,1000.0,650.0,50.0,2.0,0.0,No,Transparent Pink Shell Pink Dot,Encoder,Plastic,Wireless,PixArt,Huano,F-Switch
ATK,A9,ATK A9,Large,125.0,64.0,40.0,53.0,Symmetrical,Right,Center,Outward - slight,Flat,No,No,PAW3395 SE,Optical,-,26000.0,1000.0,400.0,40.0,2.0,0.0,No,,Encoder,Plastic,Wireless,PixArt,-,F-Switch
Attack,Shark X1,Attack Shark X1,Medium,121.8,61.2,38.0,53.0,Symmetrical,Right,Back - minimal,Outward - slight,Inward,No,No,PAW3395 Pro,Optical,Centered (52%),40000.0,1000.0,700.0,60.0,2.0,1.0,No,D2FC-F-7N(100M),Unspecified,Plastic,Wireless,PixArt,Omron,TTC
EWEADN,S9 Ultra,EWEADN S9 Ultra,Large,127.0,64.8,40.5,64.8,Symmetrical,Right,Back - minimal,Outward - slight,Inward,No,No,PAW3950,Optical,Centered (52%),42000.0,8000.0,750.0,50.0,2.0,0.0,No,Sword GM X,Encoder,Plastic,Wireless,PixArt,Kailh,F-Switch
EWEADN,S9 Pro,EWEADN S9 Pro,Large,127.0,64.8,40.5,64.0,Symmetrical,Right,Back - minimal,Outward - slight,Inward,No,No,PAW3395,Optical,Centered (52%),26000.0,8000.0,650.0,50.0,2.0,0.0,No,Sword GM X,Encoder,Plastic,Wireless,PixArt,Kailh,F-Switch
EWEADN,S9,EWEADN S9,Large,127.0,64.8,40.5,62.8,Symmetrical,Right,Back - minimal,Outward - slight,Inward,No,No,PAW3395,Optical,Centered (52%),26000.0,1000.0,650.0,50.0,2.0,0.0,No,Blue Shell Blue Dot,Encoder,Plastic,Wireless,PixArt,Huano,F-Switch
Pulsar,X2A v3 eS Mini,Pulsar X2A v3 eS Mini,Small,116.0,61.0,37.0,64.0,Symmetrical,Ambidextrous,Back - moderate,Flat,Flat,No,No,XS-1,Optical,Forward (55%),32000.0,8000.0,750.0,50.0,2.0,0.0,No,Optical,Blue Encoder,Plastic,Wireless,Pulsar,RAESHA,Pulsar
Pulsar,X2 v3 eS Mini,Pulsar X2 v3 eS Mini,Small,116.0,61.0,37.0,59.0,Symmetrical,Right,Back - moderate,Flat,Flat,No,No,XS-1,Optical,Forward (55%),32000.0,8000.0,750.0,50.0,2.0,0.0,No,Optical,Blue Encoder,Plastic,Wireless,Pulsar,RAESHA,Pulsar
Attack,Shark R5 Ultra,Attack Shark R5 Ultra,Medium,119.5,60.9,37.0,39.0,Symmetrical,Right,Center,Outward - slight,Flat,No,No,PAW3950,Optical,Centered (52%),42000.0,8000.0,750.0,50.0,2.0,0.0,No,D2FC-F-7N(100M),Encoder,Carbon fiber composite,Wireless,PixArt,Omron,F-Switch
Kysona,M600 V2,Kysona M600 V2,Medium,118.3,61.8,39.6,55.0,Symmetrical,Right,Center,Outward - slight,Inward,No,No,PAW3395,Optical,Centered (53%),26000.0,1000.0,650.0,50.0,2.0,1.0,No,Transparent Blue Shell Pink Dot,Mechanical Encoder,Plastic,Wireless,PixArt,Huano,Unspecified
HyperX,Pulsefire Haste 2 Pro,HyperX Pulsefire Haste 2 Pro,Medium,124.2,66.8,38.2,60.0,Symmetrical,Right,Center,Flat,Flat,No,No,26K,Optical,Forward (54%),26000.0,4000.0,650.0,50.0,2.0,1.0,No,Optical Switches,Silver,Plastic,Wireless,HyperX,HyperX,TTC
LAMZU,Inca,LAMZU Inca,Medium,122.0,63.0,40.0,40.0,Symmetrical,Right,Back - aggressive,Outward - slight,Inward,No,No,PAW3950,Optical,Centered (52%),30000.0,8000.0,750.0,50.0,2.0,0.0,No,Optical,Gold,Plastic,Wireless,PixArt,Omron,TTC
HaunterWell,HZS,HaunterWell HZS,Fingertip,86.0,59.0,31.0,26.0,Symmetrical,Ambidextrous,Back - aggressive,Outward - slight,Flat,No,No,PAW3395,Optical,-,26000.0,8000.0,650.0,50.0,0.0,0.0,No,,,Plastic,Wired,PixArt,-,-
Pwnage,StormBreaker V3,Pwnage StormBreaker V3,Medium,122.0,64.0,42.0,49.0,Ergonomic,Right,Center,Outward - moderate,Inward,No,No,XERO,Optical,Adjustable (48-62%),36000.0,8000.0,750.0,50.0,2.0,0.0,No,Optical,Gold,Magnesium (metal),Wireless,Pwnage,Omron,TTC
Darmoshark,M2 Pro,Darmoshark M2 Pro,Small,115.8,60.4,36.1,40.0,Symmetrical,Right,Back - minimal,Outward - moderate,Inward,No,No,PAW3950,Optical,Forward (54%),30000.0,8000.0,750.0,50.0,2.0,0.0,No,Azure Dragon,Gold,Magnesium (metal),Wireless,PixArt,TTC,TTC
G-Wolves,Fenrir Max 8K,G-Wolves Fenrir Max 8K,Fingertip,75.0,61.0,31.0,22.4,Symmetrical,Right,Back - aggressive,Inward - moderate,Flat,No,No,PAW3950,Optical,Forward (55%),30000.0,8000.0,750.0,50.0,2.0,0.0,No,Transparent Blue Shell Pink Dot,Gold,Plastic,Wireless,PixArt,Huano,TTC
G-Wolves,Fenrir Asym 8K,G-Wolves Fenrir Asym 8K,Fingertip,75.0,63.0,27.0,20.3,Hybrid,Right,Back - aggressive,Inward - moderate,Flat,No,No,PAW3950,Optical,Forward (55%),30000.0,8000.0,750.0,50.0,2.0,0.0,No,D2LS-21 (20M),Gold,Plastic,Wireless,PixArt,Omron,TTC
MCHOSE,G7 Max,MCHOSE G7 Max,Large,129.4,74.6,41.1,59.0,Ergonomic,Right,Center,Flat,Flat,Yes,No,PAW3395,Optical,Centered (53%),26000.0,8000.0,650.0,50.0,2.0,0.0,No,Optical V2,Gold,Plastic,Wireless,PixArt,TTC,TTC
MCHOSE,G7 Pro,MCHOSE G7 Pro,Large,129.4,74.6,41.1,55.0,Ergonomic,Right,Center,Flat,Flat,Yes,No,PAW3395,Optical,Centered (53%),26000.0,1000.0,650.0,50.0,2.0,0.0,No,,Silver,Plastic,Wireless,PixArt,-,TTC
Kysona,Uranus Pro,Kysona Uranus Pro,Medium,118.0,69.0,39.0,54.0,Ergonomic,Right,Back - minimal,Flat,Flat,No,No,PAW3395,Optical,-,26000.0,8000.0,650.0,50.0,2.0,1.0,No,Transparent Green Shell White Dot,Mechanical Encoder,Plastic,Wireless,PixArt,Huano,Unspecified
Pulsar,X2 v3 Mini,Pulsar X2 v3 Mini,Small,116.0,61.0,37.0,51.0,Symmetrical,Right,Back - moderate,Flat,Flat,No,No,XS-1,Optical,Forward (55%),32000.0,8000.0,750.0,50.0,2.0,0.0,No,Optical,Blue Encoder,Plastic,Wireless,Pulsar,RAESHA,Pulsar
MCHOSE,M7 Ultra,MCHOSE M7 Ultra,Medium,123.4,65.4,39.2,55.0,Symmetrical,Right,Back - minimal,Outward - slight,Flat,No,No,PAW3950,Optical,Centered (53%),42000.0,8000.0,750.0,50.0,2.0,0.0,No,Optical,Gold,Plastic,Wireless,PixArt,Omron,TTC
Delux,M900 Mini Ultra,Delux M900 Mini Ultra,Medium,119.0,65.4,40.3,45.0,Ergonomic,Right,Center,Outward - slight,Flat,No,No,PAW3950,Optical,Forward (54%),30000.0,8000.0,750.0,50.0,2.0,0.0,No,Transparent Blue Shell Pink Dot,Encoder,Plastic,Wireless,PixArt,Huano,F-Switch
WLmouse,Beast X Mini Pro,WLmouse Beast X Mini Pro,Small,116.0,58.0,35.0,34.0,Symmetrical,Right,Center,Outward - moderate,Inward,No,No,PAW3950 HS,Optical,Centered (52%),30000.0,8000.0,750.0,50.0,2.0,0.0,No,Optical TTC Nihil Transparent Black Dot,Silver,Magnesium (metal),Wireless,PixArt,Omron,TTC
WLmouse,Beast X Pro,WLmouse Beast X Pro,Medium,122.0,62.0,37.0,39.0,Symmetrical,Right,Center,Outward - moderate,Inward,No,No,PAW3950 HS,Optical,Centered (52%),30000.0,8000.0,750.0,50.0,2.0,0.0,No,Optical TTC Nihil Transparent Black Dot,Silver,Magnesium (metal),Wireless,PixArt,Omron,TTC
WLmouse,Strider,WLmouse Strider,Medium,121.5,66.0,38.0,45.0,Symmetrical,Right,Back - moderate,Outward - slight,Inward - aggressive,No,No,PAW3950 HS,Optical,Forward (56%),30000.0,8000.0,750.0,50.0,2.0,0.0,No,Optical TTC Nihil Transparent Black Dot,Silver,Magnesium (metal),Wireless,PixArt,Omron,TTC
LAMZU,Tachi,LAMZU Tachi,Medium,120.0,63.0,38.0,49.0,Symmetrical,Right,Center,Outward - slight,Inward,No,No,PAW3950,Optical,Centered (53%),30000.0,8000.0,750.0,50.0,2.0,0.0,Yes,Transparent Blue Shell Pink Dot,Gold,Magnesium (metal),Wireless,PixArt,Huano,TTC
ATK,X1,ATK X1,Large,127.0,64.0,40.0,54.0,Symmetrical,Right,Back - minimal,Outward - slight,Inward,No,No,PAW3395,Optical,Centered (51%),26000.0,8000.0,650.0,50.0,2.0,0.0,No,Transparent Pink Shell Pink Dot,Encoder,Plastic,Wireless,PixArt,Huano,F-Switch
Waizowl,Cloud XS,Waizowl Cloud XS,Small,117.0,63.0,36.0,45.0,Symmetrical,Right,Center,Flat,Flat,No,No,PAW3950,Optical,Forward (55%),30000.0,8000.0,750.0,50.0,2.0,0.0,No,Optical,Silver,Plastic,Wireless,PixArt,RAESHA,TTC
Pulsar,X2 CrazyLight Mini,Pulsar X2 CrazyLight Mini,Small,116.0,61.0,37.0,35.0,Symmetrical,Right,Back - moderate,Flat,Flat,No,No,XS-1,Optical,Forward (55%),32000.0,8000.0,750.0,50.0,2.0,0.0,No,Optical Switch,Blue Encoder,Plastic,Wireless,Pulsar,Pulsar,Pulsar
Pulsar,X2H v3 Mini,Pulsar X2H v3 Mini,Small,115.6,62.0,38.0,51.0,Symmetrical,Right,Back - aggressive,Outward - slight,Inward,No,No,XS-1,Optical,Forward (55%),32000.0,8000.0,750.0,50.0,2.0,0.0,No,Optical,Blue Encoder,Plastic,Wireless,Pulsar,RAESHA,Pulsar
Pwnage,StormBreaker V2,Pwnage StormBreaker V2,Medium,122.0,64.0,42.0,50.0,Ergonomic,Right,Center,Outward - moderate,Inward,No,No,PAW3395,Optical,Adjustable (48-62%),26000.0,8000.0,650.0,50.0,2.0,0.0,No,Optical,Gold,Magnesium (metal),Wireless,PixArt,Omron,TTC
Zaopin,Z2 Max,Zaopin Z2 Max,Medium,123.0,64.3,39.5,65.0,Ergonomic,Right,Center,Flat,Flat,No,No,PAW3950,Optical,Forward (57%),30000.0,8000.0,750.0,50.0,2.0,0.0,Yes,Dustproof Gold 60M,Gold,Plastic,Wireless,PixArt,TTC,TTC
Zaopin,Z1 Pro Max,Zaopin Z1 Pro Max,Small,109.5,62.0,38.5,52.0,Symmetrical,Right,Back - minimal,Inward - moderate,Inward,No,No,PAW3950,Optical,Forward (54%),30000.0,8000.0,750.0,50.0,2.0,0.0,No,Transparent Blue Shell Pink Dot,Gold,Plastic,Wireless,PixArt,Huano,TTC
Delux,M900 Mini Pro,Delux M900 Mini Pro,Medium,119.0,65.4,40.3,40.0,Ergonomic,Right,Center,Outward - slight,Flat,No,No,PAW3395,Optical,Forward (54%),26000.0,8000.0,650.0,50.0,2.0,0.0,No,Transparent Blue Shell Pink Dot,Encoder,Plastic,Wireless,PixArt,Huano,F-Switch
Pulsar,X2H v3,Pulsar X2H v3,Medium,120.4,65.0,39.1,53.0,Symmetrical,Right,Back - aggressive,Outward - slight,Inward,No,No,XS-1,Optical,Forward (55%),32000.0,8000.0,750.0,50.0,2.0,0.0,No,Optical,Blue Encoder,Plastic,Wireless,Pulsar,RAESHA,Pulsar
Pulsar,X2A v3,Pulsar X2A v3,Medium,120.0,63.0,38.0,57.0,Symmetrical,Ambidextrous,Back - moderate,Flat,Flat,No,No,XS-1,Optical,Forward (55%),32000.0,8000.0,750.0,50.0,2.0,0.0,No,Optical,Blue Encoder,Plastic,Wireless,Pulsar,RAESHA,Pulsar
Pulsar,X2 v3,Pulsar X2 v3,Medium,120.0,63.0,38.0,53.0,Symmetrical,Right,Back - moderate,Flat,Flat,No,No,XS-1,Optical,Forward (55%),32000.0,8000.0,750.0,50.0,2.0,0.0,No,Optical,Blue Encoder,Plastic,Wireless,Pulsar,RAESHA,Pulsar
ThundeRobot,ML6 Pro,ThundeRobot ML6 Pro,Large,126.4,66.1,40.2,57.0,Ergonomic,Right,Center,Flat,Flat,No,No,PAW3395,Optical,-,26000.0,1000.0,650.0,50.0,2.0,1.0,No,Mechanical Switches,Mechanical Encoder,Plastic,Wireless,PixArt,Unspecified,Unspecified
Zaopin,Z2 Mini Max 8K,Zaopin Z2 Mini Max 8K,Small,116.5,62.0,37.8,56.0,Ergonomic,Right,Center,Flat,Flat,No,No,PAW3950,Optical,Forward (57%),30000.0,8000.0,750.0,50.0,2.0,0.0,Yes,Transparent Green Shell White Dot,Green,Plastic,Wireless,PixArt,Huano,F-Switch
Zaopin,Z2 Mini 4K,Zaopin Z2 Mini 4K,Small,116.5,62.0,37.8,56.0,Ergonomic,Right,Center,Flat,Flat,No,No,PAW3395,Optical,Forward (57%),26000.0,4000.0,650.0,50.0,2.0,0.0,Yes,Transparent Green Shell White Dot,Green,Plastic,Wireless,PixArt,Huano,F-Switch
Zaopin,Z2 Mini,Zaopin Z2 Mini,Small,116.5,62.0,37.8,56.0,Ergonomic,Right,Center,Flat,Flat,No,No,PAW3395,Optical,Forward (57%),26000.0,1000.0,650.0,50.0,2.0,0.0,Yes,Transparent Green Shell White Dot,Green,Plastic,Wireless,PixArt,Huano,F-Switch
Pulsar,Xlite v4 Large,Pulsar Xlite v4 Large,Large,126.0,69.5,44.5,58.0,Ergonomic,Right,Center,Outward - moderate,Inward,No,No,XS-1,Optical,Forward (56%),32000.0,8000.0,750.0,50.0,2.0,0.0,No,Optical,Blue Encoder,Plastic,Wireless,Pulsar,RAESHA,Pulsar
Endgame,Gear OP1w 4k,Endgame Gear OP1w 4k,Small,118.2,60.5,37.2,58.5,Symmetrical,Right,Back - moderate,Flat,Flat,No,No,PAW3395,Optical,Forward (54%),26000.0,4000.0,650.0,50.0,2.0,0.0,Yes,GX,Silver,Plastic,Wireless,PixArt,Kailh,TTC
MCHOSE,AX5 V2,MCHOSE AX5 V2,Medium,121.6,61.5,37.7,54.0,Symmetrical,Right,Center,Outward - slight,Flat,No,No,PAW3950,Optical,Forward (56%),42000.0,8000.0,750.0,50.0,2.0,0.0,No,Optical,Gold,Magnesium (metal),Wireless,PixArt,Omron,TTC
Darmoshark,M3S MAX,Darmoshark M3S MAX,Medium,122.7,62.5,37.8,52.0,Symmetrical,Right,Back - moderate,Outward - slight,Flat,No,No,PAW3950,Optical,Centered (52%),30000.0,8000.0,750.0,50.0,2.0,0.0,No,Azure Dragon,Gold,Plastic,Wireless,PixArt,TTC,TTC
Pulsar,X2A Wired,Pulsar X2A Wired,Medium,120.0,63.0,38.0,56.0,Symmetrical,Ambidextrous,Back - moderate,Flat,Flat,No,No,PAW3395,Optical,Forward (55%),26000.0,1000.0,650.0,50.0,2.0,0.0,No,Optical,Blue Encoder,Plastic,Wired,PixArt,RAESHA,Pulsar
Pulsar,X2 Wired,Pulsar X2 Wired,Medium,120.0,63.0,38.0,51.0,Symmetrical,Right,Back - moderate,Flat,Flat,No,No,PAW3395,Optical,Forward (55%),26000.0,1000.0,650.0,50.0,2.0,0.0,No,Optical,Blue Encoder,Plastic,Wired,PixArt,RAESHA,Pulsar
ATK,Fierce X,ATK Fierce X,Medium,119.6,60.9,36.2,42.0,Symmetrical,Right,Back - minimal,Outward - moderate,Flat,No,No,PAW3950 Ultra,Optical,Forward (55%),42000.0,8000.0,750.0,50.0,2.0,0.0,No,Optical,Encoder,Magnesium (metal),Wireless,PixArt,Omron,F-Switch
ATK,F1 Extreme,ATK F1 Extreme,Medium,118.2,62.4,38.8,35.0,Symmetrical,Right,Back - minimal,Outward - moderate,Inward,No,No,PAW3950 Ultra,Optical,Centered (51%),42000.0,8000.0,750.0,50.0,2.0,0.0,No,Optical,Encoder,Plastic,Wireless,PixArt,Omron,F-Switch
ATK,X1 Ultimate,ATK X1 Ultimate,Large,127.0,64.0,40.0,51.0,Symmetrical,Right,Back - minimal,Outward - slight,Inward,No,No,PAW3950 Ultra,Optical,Centered (51%),42000.0,8000.0,750.0,50.0,2.0,0.0,No,Optical,Encoder,Plastic,Wireless,PixArt,Omron,F-Switch
MCHOSE,L7 Ultra,MCHOSE L7 Ultra,Small,115.6,60.6,36.0,39.0,Symmetrical,Right,Back - moderate,Flat,Inward,No,No,PAW3950,Optical,Centered (52%),42000.0,8000.0,750.0,50.0,2.0,0.0,No,Optical,Gold,Plastic,Wireless,PixArt,Omron,TTC
Pwnage,Trinity CF,Pwnage Trinity CF,Medium,118.0,60.0,39.0,37.0,Symmetrical,Right,Back - minimal,Outward - moderate,Inward,No,No,XERO,Optical,Adjustable (47-62%),30000.0,8000.0,750.0,50.0,2.0,0.0,No,Optical,Gold,Carbon fiber composite,Wireless,Pwnage,Omron,TTC
Pulsar,Feinmann F01,Pulsar Feinmann F01,Medium,118.6,65.3,41.7,46.0,Ergonomic,Right,Center,Outward - moderate,Inward,No,No,XS-1,Optical,Forward (55%),32000.0,8000.0,750.0,50.0,2.0,0.0,No,Optical,Blue Encoder,Magnesium (metal),Wireless,Pulsar,Kailh,Pulsar
Dareu,A950 Air,Dareu A950 Air,Medium,119.5,63.0,38.0,35.0,Symmetrical,Right,Center,Outward - slight,Flat,No,No,PAW3950,Optical,Centered (50%),30000.0,8000.0,750.0,50.0,2.0,0.0,No,D2FC-F-7N(100M),Encoder,Plastic,Wireless,PixArt,Omron,F-Switch
Endgame,Gear XM2w 4k,Endgame Gear XM2w 4k,Medium,122.0,66.0,38.5,62.0,Symmetrical,Right,Back - moderate,Outward - slight,Inward - aggressive,No,No,PAW3395,Optical,Forward (56%),26000.0,4000.0,650.0,50.0,2.0,0.0,No,GX,Silver,Plastic,Wireless,PixArt,Kailh,TTC
Endgame,Gear XM2 8k,Endgame Gear XM2 8k,Medium,122.0,66.0,38.5,52.0,Symmetrical,Right,Back - moderate,Outward - slight,Inward - aggressive,No,No,PAW3395,Optical,Forward (56%),26000.0,8000.0,650.0,50.0,2.0,0.0,No,GX,Silver,Plastic,Wired,PixArt,Kailh,TTC
Endgame,Gear OP1 8k,Endgame Gear OP1 8k,Small,118.2,60.5,37.2,50.5,Symmetrical,Right,Back - moderate,Flat,Flat,No,No,PAW3395,Optical,Forward (54%),26000.0,8000.0,650.0,50.0,2.0,0.0,Yes,GX,Silver,Plastic,Wired,PixArt,Kailh,TTC
MCHOSE,L7 Pro,MCHOSE L7 Pro,Small,115.6,60.6,36.0,39.0,Symmetrical,Right,Back - moderate,Flat,Inward,No,No,PAW3395,Optical,Centered (52%),26000.0,8000.0,650.0,50.0,2.0,0.0,No,Optical,Gold,Plastic,Wireless,PixArt,Omron,TTC
MCHOSE,L7,MCHOSE L7,Small,115.6,60.6,36.0,39.0,Symmetrical,Right,Back - moderate,Flat,Inward,No,No,PAW3395,Optical,Centered (52%),26000.0,8000.0,650.0,50.0,2.0,0.0,No,D2FC-F-7N(100M),Gold,Plastic,Wireless,PixArt,Omron,TTC
Fantech,Aria II Pro,Fantech Aria II Pro,Small,113.5,65.0,38.3,53.0,Symmetrical,Right,Back - minimal,Inward - moderate,Inward,No,No,PAW3395,Optical,Forward (54%),26000.0,8000.0,650.0,50.0,2.0,0.0,No,Transparent Blue Shell Pink Dot,Encoder,Plastic,Wireless,PixArt,Huano,F-Switch
Fantech,Aria II,Fantech Aria II,Small,113.5,65.0,38.3,53.0,Symmetrical,Right,Back - minimal,Inward - moderate,Inward,No,No,PAW3395,Optical,Forward (54%),26000.0,1000.0,650.0,50.0,2.0,0.0,No,Transparent Blue Shell Pink Dot,Encoder,Plastic,Wireless,PixArt,Huano,F-Switch
