Brand,Model,Name,Size,Length (mm),Width (mm),Height (mm),Weight (grams),Shape,Hand compatibility,Hump placement,Front flare,Side curvature,Thumb rest,Ring finger rest,Sensor,Sensor type,Sensor position,DPI,Polling rate (Hz),Tracking speed (IPS),Acceleration (G),Side buttons,Middle buttons,Hot-swap switches,Switches,Scroll wheel encoder,Material,Connectivity,Sensor brand,Switches brand,Scroll wheel encoder brand
PMM,PULSE,PMM PULSE,Medium,119.2,60.8,37.2,30,Symmetrical,Right,Back - moderate,Flat,Flat,No,No,PAW3950,Optical,Forward (55%),30000,8000,750,50,2,0,No,GX,Black,Plastic,Wired,PixArt,Kailh,Kailh
Dream,Machines DM9 Skill Wireless,Dream Machines DM9 Skill Wireless,Large,129,66,39,58,Symmetrical,Right,Center,Outward - moderate,Inward,No,No,PAW3395,Optical,Backward (46%),26000,8000,650,50,2,0,No,GM 8.0,Gold,Plastic,Wireless,PixArt,Kailh,TTC
Dream,Machines DM9 Skill Wired,Dream Machines DM9 Skill Wired,Large,129,66,39,48,Symmetrical,Right,Center,Outward - moderate,Inward,No,No,PMW3389,Optical,Backward (46%),16000,1000,400,50,2,0,No,GM 8.0,Gold,Plastic,Wired,PixArt,Kailh,TTC
ATK,F1 V2 Extreme,ATK F1 V2 Extreme,Medium,118.2,62.4,38.8,38,Symmetrical,Right,Back - minimal,Outward - moderate,Inward,No,No,PAW3950 Ultra,Optical,Centered (51%),42000,8000,750,50,2,0,No,Optical,Gold,Plastic,Wireless,PixArt,Omron,TTC
ATK,F1 V2 Ultimate,ATK F1 V2 Ultimate,Medium,118.2,62.4,38.8,39,Symmetrical,Right,Back - minimal,Outward - moderate,Inward,No,No,PAW3950 Ultra,Optical,Centered (51%),42000,8000,750,50,2,0,No,Optical Switches,Gold,Plastic,Wireless,PixArt,ATK,TTC
ATK,F1 V2 Ultra Max,ATK F1 V2 Ultra Max,Medium,118.2,62.4,38.8,54,Symmetrical,Right,Back - minimal,Outward - moderate,Inward,No,No,PAW3395 Ultra,Optical,Centered (51%),30000,8000,650,50,2,0,No,Light Blade,Gold,Plastic,Wireless,PixArt,ATK,TTC
Kysona,Vela SE,Kysona Vela SE,Medium,118,63.5,38,45,Symmetrical,Right,Back - moderate,Outward - slight,Inward,No,No,PAW3311,Optical,Forward (55%),12000,1000,300,35,2,0,No,Blue Shell White Dot,Encoder,Plastic,Wireless,PixArt,Huano,FSWQ
Project,W Opus,Project W Opus,Medium,118.7,61.9,38.2,38,Symmetrical,Right,Center,Outward - moderate,Inward,No,No,PAW3950,Optical,Forward (56%),30000,8000,750,50,2,0,No,Optical,Encoder,Plastic,Wireless,PixArt,Omron,F-Switch
EWEADN,S9 Max,EWEADN S9 Max,Large,127,64.8,40.5,57,Symmetrical,Right,Back - minimal,Outward - slight,Inward,No,No,PAW3395,Optical,Centered (52%),26000,8000,650,50,2,0,No,Sword GM X,Encoder,Plastic,Wireless,PixArt,Kailh,F-Switch
EWEADN,S9+ Ultra,EWEADN S9+ Ultra,Large,127,64.8,40.5,56,Symmetrical,Right,Back - minimal,Outward - slight,Inward,No,No,PAW3950 Ultra,Optical,Centered (52%),42000,8000,750,50,2,0,No,D2FC-F-7N(100M),Encoder,Plastic,Wireless,PixArt,Omron,F-Switch
EWEADN,S9+ Pro,EWEADN S9+ Pro,Large,127,64.8,40.5,56,Symmetrical,Right,Back - minimal,Outward - slight,Inward,No,No,PAW3395,Optical,Centered (52%),26000,8000,650,50,2,0,No,Sword GM X,Encoder,Plastic,Wireless,PixArt,Kailh,F-Switch
AJAZZ,AJ139 V2 Pro,AJAZZ AJ139 V2 Pro,Large,125.4,63.3,38.2,66,Symmetrical,Right,Center,Outward - slight,Flat,No,No,PAW3395,Optical,Forward (61%),26000,1000,650,50,2,1,No,Transparent Green Shell White Dot,Mechanical Encoder,Plastic,Wireless,PixArt,Huano,Unspecified
AJAZZ,AJ139 V2 MC,AJAZZ AJ139 V2 MC,Large,125.4,63.3,38.2,66,Symmetrical,Right,Center,Outward - slight,Flat,No,No,PAW3311,Optical,Forward (61%),12000,1000,300,35,2,1,No,Transparent Blue Shell Pink Dot,Mechanical Encoder,Plastic,Wireless,PixArt,Huano,Unspecified
IROK,HE6,IROK HE6,Medium,120,61.5,39.2,53,Symmetrical,Right,Center,Outward - moderate,Inward,No,No,PAW3950,Optical,Centered (52%),30000,8000,750,50,2,0,No,Dustproof Gold 100M,Gold,Carbon fiber composite,Wireless,PixArt,TTC,TTC
Press,Play ATLAS,Press Play ATLAS,Large,123,66,43,58,Ergonomic,Right,Center,Outward - moderate,Flat,No,No,PAW3311,Optical,Forward (58%),12000,1000,300,35,2,0,No,Blue Shell White Dot,Encoder,Plastic,Wireless,PixArt,Huano,F-Switch
Press,Play Nova Ergo,Press Play Nova Ergo,Medium,121,62.7,44,52,Ergonomic,Right,Center,Outward - slight,Flat,No,No,PAW3311,Optical,Forward (55%),22000,1000,300,35,2,0,No,Blue Shell White Dot,Gold,Plastic,Wireless,PixArt,Huano,TTC
Press,Play IRIS,Press Play IRIS,Medium,120.4,63.8,37.4,52,Hybrid,Right,Back - moderate,Outward - moderate,Inward,No,No,PAW3395,Optical,Centered (52%),26000,1000,650,50,2,0,No,Blue Shell White Dot,Silver,Plastic,Wireless,PixArt,Huano,TTC
Press,Play SPIRIT,Press Play SPIRIT,Small,118,63.4,37.5,44,Symmetrical,Right,Back - moderate,Flat,Flat,No,No,PAW3311,Optical,Forward (55%),24000,1000,300,35,2,0,No,Blue Shell White Dot,Encoder,Plastic,Wireless,PixArt,Huano,FSWQ
VGN,Dragonfly F1 SE,VGN Dragonfly F1 SE,Medium,121.2,63.8,37.6,57,Symmetrical,Right,Center,Outward - moderate,Flat,No,No,PAW3311,Optical,Forward (54%),12000,1000,300,35,2,0,No,D2FC-F-7N(100M),Mechanical Encoder,Plastic,Wireless,PixArt,Omron,Unspecified
Arbiter,Studio Akitsu Medium,Arbiter Studio Akitsu Medium,Medium,123,62.5,38.5,40,Symmetrical,Right,Center,Outward - slight,Flat,No,No,PAW3950,Optical,Centered (51%),30000,8000,750,50,2,0,No,Transparent Blue Shell Pink Dot,Gold,Carbon fiber composite,Wireless,PixArt,Huano,TTC
EWEADN,S7 Ultra,EWEADN S7 Ultra,Large,125.5,62.5,39.3,59,Symmetrical,Right,Center,Outward - moderate,Flat,No,No,PAW3950 Ultra,Optical,Forward (54%),42000,8000,750,50,2,0,No,D2FC-F-7N(100M),Gold,Plastic,Wireless,PixArt,Omron,TTC
EWEADN,S7 Max,EWEADN S7 Max,Large,125.5,62.5,39.3,58,Symmetrical,Right,Center,Outward - moderate,Flat,No,No,PAW3395,Optical,Forward (54%),26000,8000,650,50,2,0,No,Transparent Yellow Shell White Dot,Gold,Plastic,Wireless,PixArt,Huano,TTC
EWEADN,S7 Pro,EWEADN S7 Pro,Large,125.5,62.5,39.3,52,Symmetrical,Right,Center,Outward - moderate,Flat,No,No,PAW3395,Optical,Forward (54%),26000,8000,650,50,2,0,No,Transparent Yellow Shell White Dot,Gold,Plastic,Wireless,PixArt,Huano,TTC
EWEADN,S7,EWEADN S7,Large,125.5,62.5,39.3,52,Symmetrical,Right,Center,Outward - moderate,Flat,No,No,PAW3395,Optical,Forward (54%),26000,1000,650,50,2,0,No,Transparent Yellow Shell White Dot,Gold,Plastic,Wireless,PixArt,Huano,TTC
Valkyrie,VK M3 Pro,Valkyrie VK M3 Pro,Medium,118.5,62.5,37.8,40,Symmetrical,Right,Center,Outward - slight,Inward,No,No,PAW3950,Optical,Centered (50%),42000,8000,750,50,2,0,No,Optical Switches,Green,Plastic,Wireless,PixArt,Unspecified,F-Switch
Valkyrie,VK M3,Valkyrie VK M3,Medium,118.5,62.5,37.8,40,Symmetrical,Right,Center,Outward - slight,Inward,No,No,PAW3395,Optical,Centered (50%),26000,1000,650,50,2,0,No,Transparent Green Shell White Dot,Green,Plastic,Wireless,PixArt,Huano,F-Switch
Valkyrie,VK M3 Lite,Valkyrie VK M3 Lite,Medium,118.5,62.5,37.8,49,Symmetrical,Right,Center,Outward - slight,Inward,No,No,PAW3311,Optical,Centered (50%),24000,1000,300,35,2,0,No,Transparent Green Shell White Dot,Green,Plastic,Wireless,PixArt,Huano,F-Switch
ELECOM,VM800L,ELECOM VM800L,Large,130,70,43,64,Ergonomic,Right,Center,Outward - slight,Inward,No,No,PAW3950,Optical,Centered (52%),30000,8000,750,50,2,0,No,Optical,Mechanical Encoder,Plastic,Wireless,PixArt,RAESHA,Unspecified
ELECOM,VM800,ELECOM VM800,Medium,122,66,41,59,Ergonomic,Right,Back - minimal,Outward - slight,Inward,No,No,PAW3950,Optical,Centered (50%),30000,8000,750,50,2,0,No,Optical,Mechanical Encoder,Plastic,Wireless,PixArt,RAESHA,Unspecified
Epomaker,CarbonX,Epomaker CarbonX,Medium,118,62.2,39.6,50,Symmetrical,Right,Center,Outward - slight,Inward,No,No,PAW3950,Optical,Centered (53%),30000,8000,750,50,2,0,No,Optical,Mechanical Encoder,Carbon fiber composite,Wireless,PixArt,Omron,Unspecified
Rapoo,VT0 Max,Rapoo VT0 Max,Medium,119,63,38,49,Symmetrical,Right,Back - moderate,Outward - slight,Inward,No,No,PAW3950,Optical,Centered (51%),45000,8000,750,50,2,0,No,Optical,GE 5.0,Plastic,Wireless,PixArt,Rapoo,Kailh
Rapoo,VT0,Rapoo VT0,Medium,119,63,38,49,Symmetrical,Right,Back - moderate,Outward - slight,Inward,No,No,PAW3398,Optical,Centered (51%),26000,8000,650,50,2,0,No,D2FC-F-7N(100M),GE 5.0,Plastic,Wireless,PixArt,Omron,Kailh
Logitech,MX Master 4,Logitech MX Master 4,Large,128.2,88.4,50.8,150,Ergonomic,Right,Back - moderate,Flat,Flat,Yes,No,Darkfield,Laser,Backward (45%),8000,125,,,4,1,No,Mechanical Switches,Optical Encoder,Plastic,Wireless,Logitech,Unspecified,Unspecified
Keychron,BM25,Keychron BM25,Small,107,65,38,79,Symmetrical,Right,Back - moderate,Outward - moderate,Flat,No,No,3212,Optical,Centered (48%),2400,1000,30,50,2,1,No,Blue Shell White Dot,Mechanical Encoder,Plastic,Wireless,SOC,Huano,Unspecified
Keychron,BM24,Keychron BM24,Small,104,63,39,81,Symmetrical,Right,Back - minimal,Outward - slight,Flat,No,No,3212,Optical,Centered (47%),2400,1000,30,50,2,1,No,Silent Brown Shell White Dot,Mechanical Encoder,Plastic,Wireless,SOC,Huano,Unspecified
Keychron,BM22,Keychron BM22,Small,111,62,39,76,Symmetrical,Right,Back - minimal,Inward - moderate,Flat,No,No,3212,Optical,Centered (47%),2400,1000,30,50,2,1,No,Blue Shell White Dot,Mechanical Encoder,Plastic,Wireless,SOC,Huano,Unspecified
Pulsar,X2H CrazyLight Mini,Pulsar X2H CrazyLight Mini,Small,115.6,62,38,39,Symmetrical,Right,Back - aggressive,Outward - slight,Inward,No,No,XS-1,Optical,Forward (55%),32000,8000,750,50,2,0,No,Optical Switch,Blue Encoder,Plastic,Wireless,Pulsar,Pulsar,Pulsar
JamesDonkey,RSR7 Ultra,JamesDonkey RSR7 Ultra,Medium,120,63,38.3,43,Symmetrical,Right,Back - moderate,Flat,Inward,No,No,PAW3950,Optical,Forward (54%),30000,8000,750,50,2,0,No,Dustproof Gold 100M,Gold,Carbon fiber composite,Wireless,PixArt,TTC,TTC
JamesDonkey,RSR7S,JamesDonkey RSR7S,Medium,120,63,38.3,45,Symmetrical,Right,Back - moderate,Flat,Inward,No,No,PAW3395,Optical,Forward (54%),26000,8000,650,50,2,0,No,Transparent Yellow Shell White Dot,Encoder,Plastic,Wireless,PixArt,Huano,F-Switch
JamesDonkey,RSR7,JamesDonkey RSR7,Medium,120,63,38.3,46,Symmetrical,Right,Back - moderate,Flat,Inward,No,No,PAW3395,Optical,Forward (54%),26000,8000,650,50,2,0,No,Transparent Yellow Shell White Dot,Encoder,Plastic,Wireless,PixArt,Huano,F-Switch
ATK,A9 Ultimate,ATK A9 Ultimate,Large,125,64,40,53,Symmetrical,Right,Center,Outward - slight,Flat,No,No,PAW3950 Ultra,Optical,-,42000,8000,750,50,2,0,No,Optical Switches,Gold,Plastic,Wireless,PixArt,ATK,TTC
ATK,A9 Ultra Max 2.0,ATK A9 Ultra Max 2.0,Large,125,64,40,53,Symmetrical,Right,Center,Outward - slight,Flat,No,No,PAW3395 Ultra,Optical,-,30000,8000,650,50,2,0,No,Light Blade,Gold,Plastic,Wireless,PixArt,ATK,TTC
IPI,Qi Pro,IPI Qi Pro,Medium,124,65.5,38,50,Symmetrical,Right,Back - minimal,Outward - moderate,Flat,No,No,PAW3950,Optical,Forward (55%),42000,8000,750,50,2,0,No,D2FC-F-7N(100M),Gold,Forged carbon fiber,Wireless,PixArt,Omron,TTC
Glorious,Model D3,Glorious Model D3,Medium,121.7,63.7,41.7,69,Ergonomic,Right,Back - minimal,Flat,Flat,No,No,BAMF 3.0,Optical,Centered (50%),30000,8000,750,50,2,0,No,Optical Switches,Mechanical Encoder,Plastic,Wireless,Glorious,Unspecified,Unspecified
Glorious,Model D3 Wired,Glorious Model D3 Wired,Medium,121.7,63.7,41.7,57,Ergonomic,Right,Back - minimal,Flat,Flat,No,No,BAMF 3.0,Optical,Centered (50%),30000,8000,750,50,2,0,No,Optical Switches,Mechanical Encoder,Plastic,Wired,Glorious,Unspecified,Unspecified
ARYE,RCC-1,ARYE RCC-1,Small,117.6,61.6,32.2,46,Symmetrical,Right,Back - moderate,Inward - moderate,Inward,No,No,PAW3950,Optical,Centered (52%),30000,8000,750,50,2,0,No,Optical,Gold,Carbon fiber composite,Wireless,PixArt,Omron,TTC
Glorious,Model O3,Glorious Model O3,Medium,124,61.4,39.8,66,Symmetrical,Right,Back - minimal,Flat,Flat,No,No,BAMF 3.0,Optical,Centered (50%),30000,8000,750,50,2,1,No,Optical Switches,Mechanical Encoder,Plastic,Wireless,Glorious,Unspecified,Unspecified
Glorious,Model O3 Wired,Glorious Model O3 Wired,Medium,124,61.4,39.8,54,Symmetrical,Right,Back - minimal,Flat,Flat,No,No,BAMF 3.0,Optical,Centered (50%),30000,8000,750,50,2,1,No,Optical Switches,Mechanical Encoder,Plastic,Wired,Glorious,Unspecified,Unspecified
Turtle,Beach Burst II Pro,Turtle Beach Burst II Pro,Medium,122.2,67.3,39.2,57,Symmetrical,Right,Back - minimal,Flat,Flat,No,No,Beach Owl-Eye 30K,Optical,Centered (53%),30000,8000,750,50,3,0,No,Beach TITAN Optical Switch,Mechanical Encoder,Plastic,Wireless,Turtle,Turtle,Unspecified
Finalmouse,ULX Sakura Classic,Finalmouse ULX Sakura Classic,Large,126,65,38.4,38,Symmetrical,Right,Center,Outward - moderate,Inward,No,No,PAW3395,Optical,Centered (50%),6400,8000,650,50,2,0,No,Transparent Blue Shell Pink Dot,Gold,Carbon fiber composite,Wireless,PixArt,Huano,TTC
Finalmouse,ULX Sakura Medium,Finalmouse ULX Sakura Medium,Medium,121.3,62,37,36,Symmetrical,Right,Center,Outward - moderate,Inward,No,No,PAW3395,Optical,Centered (50%),6400,8000,650,50,2,0,No,Transparent Blue Shell Pink Dot,Gold,Carbon fiber composite,Wireless,PixArt,Huano,TTC
Finalmouse,ULX Sakura Small,Finalmouse ULX Sakura Small,Small,115.6,60,35.2,33,Symmetrical,Right,Center,Outward - moderate,Inward,No,No,PAW3395,Optical,Centered (50%),6400,8000,650,50,2,0,No,Transparent Blue Shell Pink Dot,Gold,Carbon fiber composite,Wireless,PixArt,Huano,TTC
RAWM,Leviathan V4,RAWM Leviathan V4,Large,126.7,63.9,40,55,Symmetrical,Right,Back - minimal,Outward - slight,Inward,No,No,PAW3950,Optical,Centered (52%),45000,8000,750,50,2,0,No,Optical V2,Optical Encoder,Plastic,Wireless,PixArt,TTC,RAESHA
Cherry,MW5500,Cherry MW5500,Medium,119,61,38,62,Symmetrical,Right,Center,Outward - slight,Flat,No,No,PAW3950,Optical,Forward (60%),30000,8000,750,50,2,0,No,Transparent Blue Shell Pink Dot,Mechanical Encoder,Plastic,Wireless,PixArt,Huano,Unspecified
Corsair,Sabre v2 Pro,Corsair Sabre v2 Pro,Medium,119.3,62.6,38.2,36,Symmetrical,Right,Center,Outward - moderate,Flat,No,No,MARKSMAN S,Optical,Centered (48%),33000,8000,750,50,2,0,No,Transparent Crystal Shell White Dot,Green,Plastic,Wireless,Corsair,Huano,F-Switch
Logitech,G Pro X Superlight 2c,Logitech G Pro X Superlight 2c,Medium,118.4,61.2,38.6,51,Symmetrical,Right,Center,Outward - slight,Flat,No,No,HERO 2,Optical,Centered (51%),44000,8000,888,88,2,0,No,LIGHTFORCE,Silver,Plastic,Wireless,Logitech,Logitech,TTC
Waizowl,Cloud Ultra,Waizowl Cloud Ultra,Large,126,68,38,59,Symmetrical,Right,Center,Flat,Inward,No,No,PAW3950,Optical,Forward (55%),30000,8000,750,50,2,0,No,Optical,Silver,Plastic,Wireless,PixArt,RAESHA,TTC
Redragon,M817 Pro,Redragon M817 Pro,Small,105,60,38,50,Symmetrical,Right,Back - minimal,Flat,Flat,No,No,PAW3311,Optical,Centered (53%),24000,1000,300,35,2,0,No,Mechanical Switches,Mechanical Encoder,Plastic,Wireless,PixArt,Unspecified,Unspecified
Redragon,M817,Redragon M817,Small,105,60,38,37,Symmetrical,Right,Back - minimal,Flat,Flat,No,No,8960,Optical,Centered (53%),24000,1000,300,80,2,0,No,Blue Shell Blue Dot,Mechanical Encoder,Plastic,Wired,SG,Huano,Unspecified
Pulsar,X2 CrazyLight Medium,Pulsar X2 CrazyLight Medium,Medium,120,63,38,39,Symmetrical,Right,Back - moderate,Flat,Flat,No,No,XS-1,Optical,Forward (55%),32000,8000,750,50,2,0,No,Optical Switch,Blue Encoder,Plastic,Wireless,Pulsar,Pulsar,Pulsar
Darmoshark,M3 V2,Darmoshark M3 V2,Large,129.6,66.1,39.2,58,Symmetrical,Right,Center,Outward - moderate,Inward,No,No,PAW3395,Optical,Centered (50%),26000,8000,650,50,2,0,No,Transparent Blue Shell Pink Dot,Gold,Plastic,Wireless,PixArt,Huano,TTC
Razer,Orochi 2015,Razer Orochi 2015,Fingertip,99,67,35,110,Symmetrical,Ambidextrous,Back - moderate,Outward - moderate,Flat,No,No,4G,Optical,Centered (50%),8200,1000,200,50,2,0,No,D2FC-F-7N(20M),Mechanical Encoder,Plastic,Wireless,Razer,Omron,Unspecified
Razer,Orochi 2013,Razer Orochi 2013,Fingertip,99,67,35,110,Symmetrical,Ambidextrous,Back - moderate,Outward - moderate,Flat,No,No,4G,Optical,Centered (50%),6400,1000,200,50,2,0,No,D2FC-F-7N,Mechanical Encoder,Plastic,Wireless,Razer,Omron,Unspecified
Razer,Orochi 2009,Razer Orochi 2009,Fingertip,99,67,35,110,Symmetrical,Ambidextrous,Back - moderate,Outward - moderate,Flat,No,No,3G Laser,Laser,Centered (50%),4000,1000,100,25,2,0,No,D2FC-F-7N,Mechanical Encoder,Plastic,Wireless,Razer,Omron,Unspecified
Pwnage,Symm 3,Pwnage Symm 3,Medium,120,62,40.8,50,Symmetrical,Right,Back - moderate,Outward - slight,Flat,No,No,XERO,Optical,Adjustable (42-59%),36000,8000,750,50,2,0,Yes,Transparent Blue Shell Pink Dot,Mechanical Encoder,Plastic,Wireless,Pwnage,Huano,Unspecified
VGN,Dragonfly F2 Ultra,VGN Dragonfly F2 Ultra,Medium,122.4,65.1,38.3,51,Symmetrical,Right,Back - minimal,Outward - slight,Inward,No,No,PAW3950,Optical,Forward (55%),42000,8000,750,50,2,0,No,Optical VGN x Kailh Optical,Gold,Plastic,Wireless,PixArt,Omron,TTC
VGN,Dragonfly F2 Pro Max,VGN Dragonfly F2 Pro Max,Medium,122.4,65.1,38.3,55,Symmetrical,Right,Back - minimal,Outward - slight,Inward,No,No,PAW3395,Optical,Forward (55%),36000,8000,650,50,2,0,No,Transparent Pink Shell Pink Dot,Gold,Plastic,Wireless,PixArt,Huano,TTC
MCHOSE,A7X Ultra,MCHOSE A7X Ultra,Large,125.8,63.2,39.8,53,Symmetrical,Right,Center,Outward - slight,Flat,No,No,PAW3950 Ti,Optical,Forward (54%),42000,8000,750,50,2,0,No,Optical,Gold,Magnesium (metal),Wireless,PixArt,Omron,TTC
Ausdom,G03 Ultra,Ausdom G03 Ultra,Medium,123,63.6,39,59,Symmetrical,Right,Back - minimal,Outward - slight,Flat,No,No,PAW3950,Optical,Centered (52%),42000,8000,750,50,2,0,No,D2FC-F-7N(100M),Gold,Plastic,Wireless,PixArt,Omron,TTC
Ausdom,G03 Pro,Ausdom G03 Pro,Medium,123,63.6,39,59,Symmetrical,Right,Back - minimal,Outward - slight,Flat,No,No,PAW3395,Optical,Centered (52%),36000,8000,650,50,2,0,No,D2FC-F-7N(100M),Gold,Plastic,Wireless,PixArt,Omron,TTC
Redragon,M916 Ult 8K,Redragon M916 Ult 8K,Medium,120.8,64.3,37.9,49,Symmetrical,Right,Back - minimal,Flat,Flat,No,No,PAW3950,Optical,Centered (52%),30000,8000,750,50,2,0,No,Blue Shell Blue Dot,Mechanical Encoder,Plastic,Wireless,PixArt,Huano,Unspecified
AJAZZ,T520 Max,AJAZZ T520 Max,Medium,118.5,62,38.9,63,Symmetrical,Right,Center,Outward - moderate,Inward,No,No,PAW3395,Optical,Centered (50%),26000,1000,650,50,2,0,No,Unspecified,Mechanical Encoder,Carbon fiber composite,Wireless,PixArt,TTC,Unspecified
AJAZZ,T520,AJAZZ T520,Medium,118.5,62,38.9,60,Symmetrical,Right,Center,Outward - moderate,Inward,No,No,PAW3311,Optical,Centered (50%),12000,1000,300,35,2,0,No,Unspecified,Mechanical Encoder,Carbon fiber composite,Wireless,PixArt,TTC,Unspecified
MCHOSE,G3 V2 Pro,MCHOSE G3 V2 Pro,Small,116.5,62.9,38.2,59,Symmetrical,Right,Back - moderate,Inward - moderate,Flat,No,No,PAW3395,Optical,Centered (53%),26000,1000,650,50,2,0,,D2FC-F-7N(100M),Silver,Plastic,Wireless,PixArt,Omron,TTC
MCHOSE,G3 V2,MCHOSE G3 V2,Small,116.5,62.9,38.2,59,Symmetrical,Right,Back - moderate,Inward - moderate,Flat,No,No,PAW3311,Optical,Centered (53%),12000,1000,300,35,2,0,,D2FC-F-7N(100M),Silver,Plastic,Wireless,PixArt,Omron,TTC
MCHOSE,G3 A,MCHOSE G3 A,Small,116.5,62.9,38.2,64,Symmetrical,Right,Back - moderate,Inward - moderate,Flat,No,No,PAW3311,Optical,Centered (53%),12000,1000,300,35,2,0,,Mechanical Switches,Encoder,Plastic,Wireless,PixArt,Unspecified,F-Switch
G-Wolves,Fenrir Pro 8K,G-Wolves Fenrir Pro 8K,Fingertip,81.7,60.2,28.3,18.6,Symmetrical,Right,Back - aggressive,Inward - moderate,Flat,No,No,PAW3950,Optical,Forward (62%),30000,8000,750,50,2,0,No,D2LS-21 (20M),Gold,Plastic,Wireless,PixArt,Omron,TTC
Pulsar,Susanto-X,Pulsar Susanto-X,Medium,118.7,62.3,38.6,50,Symmetrical,Right,Center,Flat,Flat,No,No,XS-1,Optical,Centered (52%),32000,8000,750,50,2,0,No,Optical Switch,Blue Encoder,Plastic,Wireless,Pulsar,Pulsar,Pulsar
Dark,Project Novus Pro,Dark Project Novus Pro,Large,125,65,39,48,Symmetrical,Right,Back - minimal,Flat,Inward,No,No,PAW3395,Optical,Centered (50%),26000,8000,650,50,2,0,No,Optical,Gold,Plastic,Wireless,PixArt,Omron,TTC
Dark,Project Novus,Dark Project Novus,Large,125,65,39,51,Symmetrical,Right,Back - minimal,Flat,Inward,No,No,PAW3395,Optical,Centered (50%),26000,2000,650,50,2,0,No,Transparent Blue Shell Pink Dot,Gold,Plastic,Wireless,PixArt,Huano,TTC
Dark,Project Novus SE,Dark Project Novus SE,Large,125,65,39,48,Symmetrical,Right,Back - minimal,Flat,Inward,No,No,PAW3395,Optical,Centered (50%),26000,1000,650,50,2,0,No,Transparent Blue Shell Pink Dot,Gold,Plastic,Wireless,PixArt,Huano,TTC
Chaos,M3 Mini,Chaos M3 Mini,Medium,120,61,38,45,Symmetrical,Right,Back - moderate,Flat,Flat,No,No,PAW3395,Optical,Centered (52%),26000,8000,650,50,2,0,Yes,Transparent Blue Shell Pink Dot,Black,Plastic,Wireless,PixArt,Huano,Kailh
Dark,Project Nexus Ultra,Dark Project Nexus Ultra,Large,126,64,40,51,Symmetrical,Right,Center,Outward - slight,Flat,No,No,PAW3950,Optical,Centered (53%),30000,8000,750,50,2,0,No,Optical,Gold,Plastic,Wireless,PixArt,Omron,TTC
Dark,Project Nexus,Dark Project Nexus,Large,126,64,40,47,Symmetrical,Right,Center,Outward - slight,Flat,No,No,PAW3395,Optical,Centered (53%),26000,2000,650,50,2,0,No,Transparent Blue Shell Pink Dot,Gold,Plastic,Wireless,PixArt,Huano,TTC
Attack,Shark V5,Attack Shark V5,Medium,121,65,38,53,Symmetrical,Right,Back - moderate,Outward - moderate,Inward,No,No,PAW3950 Max,Optical,Forward (54%),42000,8000,750,50,2,0,No,D2FC-F-7N(100M),Mechanical Encoder,Plastic,Wireless,PixArt,Omron,Unspecified
LAMZU,MAYA Champion Edition,LAMZU MAYA Champion Edition,Medium,119,62,38,45,Symmetrical,Right,Center,Outward - slight,Inward,No,No,PAW3950,Optical,Forward (54%),30000,8000,750,50,2,0,No,Optical,Encoder,Plastic,Wireless,PixArt,Omron,LAMZU
Attack,Shark R11 Ultra,Attack Shark R11 Ultra,Medium,124,65.5,38,49,Symmetrical,Right,Back - minimal,Outward - moderate,Flat,No,No,PAW3950 Max,Optical,Forward (55%),42000,8000,750,50,2,0,No,Optical,Encoder,Carbon fiber composite,Wireless,PixArt,Omron,F-Switch
ATK,U2 Mini,ATK U2 Mini,Medium,119.5,63,38.5,38,Symmetrical,Right,Back - minimal,Outward - slight,Inward,No,No,PAW3950,Optical,Centered (53%),36000,8000,750,50,2,0,No,Transparent Pink Shell Pink Dot,E10A2,Plastic,Wireless,PixArt,Huano,F-Switch
INZONE,Mouse-A,INZONE Mouse-A,Medium,119.8,64.2,40.2,48.4,Symmetrical,Right,Back - moderate,Outward - slight,Flat,No,No,3950IZ,Optical,Centered (50%),30000,8000,750,70,2,0,No,Optical Switches,Mechanical Encoder,Plastic,Wireless,INZONE,Unspecified,Unspecified
VAXEE,ZYGEN NP-01S Ergo,VAXEE ZYGEN NP-01S Ergo,Medium,119.8,63,38.5,59,Hybrid,Right,Back - moderate,Outward - moderate,Inward,No,No,PAW3950,Optical,Forward (55%),3200,4000,750,50,2,0,No,Transparent Blue Shell Pink Dot,Encoder,Plastic,Wireless,PixArt,Huano,Alps
Ausdom,G04 Ultra,Ausdom G04 Ultra,Medium,118.5,65.4,40.1,56,Ergonomic,Right,Center,Outward - moderate,Flat,No,No,PAW3950,Optical,Centered (51%),42000,8000,750,50,2,0,No,Optical,Gold,Plastic,Wireless,PixArt,Omron,TTC
Ausdom,G04 Pro,Ausdom G04 Pro,Medium,118.5,65.4,40.1,56,Ergonomic,Right,Center,Outward - moderate,Flat,No,No,PAW3395,Optical,Centered (51%),36000,8000,650,50,2,0,No,Optical,Silver,Plastic,Wireless,PixArt,Omron,TTC
Ausdom,G04 Air,Ausdom G04 Air,Medium,118.5,65.4,40.1,56,Ergonomic,Right,Center,Outward - moderate,Flat,No,No,PAW3395,Optical,Centered (51%),36000,1000,650,50,2,0,No,D2FC-F-7N(100M),Silver,Plastic,Wireless,PixArt,Omron,TTC
Rapoo,VT2 Max,Rapoo VT2 Max,Large,126,63,40,53,Symmetrical,Right,Center,Outward - slight,Flat,No,No,PAW3950,Optical,Centered (52%),45000,8000,750,50,2,2,No,Optical,Gold,Plastic,Wireless,PixArt,Rapoo,TTC
